case,layout,noise,current_min,f1_min,f2_min,f3_min,f4_min,baseline_min
stress_0_190100,stress,zero,79.0805601605114,79.0805601605114,77.08283669719421,76.25955268543952,73.85582750783709,80.3780412378901
stress_1_190101,stress,biased,69.57802912953724,69.57802912953724,70.0006650803329,69.83784895982762,69.42441218680568,78.84690049610707
stress_2_190102,stress,zero,75.7089207112609,75.7089207112609,75.83436694167759,75.44252012526435,75.56142377556071,77.21377839204789
stress_3_190103,stress,biased,71.06962961579531,70.8696296157953,72.20289104900998,70.53345383614912,69.38283929600443,78.64846365471415
stress_4_190104,stress,zero,47.56520543370469,47.04853876703802,49.547721064960825,51.3952492184662,49.760027021989956,41.516666666666666
stress_5_190105,stress,biased,22.445721925539946,22.445721925539946,22.445721925539946,19.79965779016703,19.79965779016703,13.016666666666667
stress_6_190106,stress,zero,59.13144314818576,58.73144314818576,58.71693393371177,61.85346819721549,64.36940630512005,64.75361623307633
stress_7_190107,stress,biased,51.43435453822695,50.267687871560284,47.87421982012598,51.6672781119847,49.67937989071255,68.86609261434386
