case,layout,noise,seed,policy,source_count,cleared,success,virtual_time_s,wall_time_s,planning_s,checks_s,actions,measure_count,scan_position_count,clear_attempts,failed_clears,fallback,fallback_actions,no_signal_count,error,move_s,switch_s,measure_s,clear_s
uniform_zero_100,uniform,zero,100,adaptive,12,12,True,6755.915580679029,2.6702388000012434,2.521872900018934,0.14427970000906498,359,347,116,12,0,True,10,110,,4686.915580679028,274.0,1735.0,60.0
uniform_zero_100,uniform,zero,100,reference,12,12,True,7898.39962802884,0.8540565000002971,0.04338760000609909,0.8068413999826589,634,88,7,546,534,True,634,76,,5715.399628028867,81.0,440.0,1662.0
edge_biased_101,edge,biased,101,adaptive,13,13,True,6982.060838115523,0.35248700000011013,0.28040799999507726,0.0704863000100886,228,215,79,13,0,True,14,119,,5680.060838115525,162.0,1075.0,65.0
edge_biased_101,edge,biased,101,reference,13,13,True,6592.528373815994,0.35321810000095866,0.01937750000070082,0.331544099990424,420,105,7,315,302,True,420,92,,4997.528373816005,99.0,525.0,971.0
cluster_smooth_102,cluster,smooth,102,adaptive,14,14,True,3633.714861220993,0.7268097000014677,0.6760539000024437,0.04943710000588908,134,120,26,14,0,False,0,61,,2860.714861220993,103.0,600.0,70.0
cluster_smooth_102,cluster,smooth,102,reference,14,14,True,6454.824024959765,1.0581740999987232,0.05435600000055274,0.9994605999854684,676,58,7,618,604,True,676,44,,4230.8240249597775,52.0,290.0,1882.0
line_hashed_103,line,hashed,103,adaptive,15,15,True,4311.350425235363,0.43551149999984773,0.38129549998484435,0.05264240000542486,149,134,40,15,0,False,0,74,,3460.350425235362,106.0,670.0,75.0
line_hashed_103,line,hashed,103,reference,15,15,True,4835.473027535252,0.5205610999983037,0.033747999998013256,0.4840748000315216,453,72,7,381,366,True,453,57,,3236.473027535259,66.0,360.0,1173.0
