step,service_step,phase,kind,channel,x_m,y_m,before_status,after_status,before_radius_m,after_radius_m,movement_m,move_s,switch_s,operation_s,step_s,total_s,result,bearing_deg,reason,reason_explanation,unknown,found,absent,cleared
1,,扫描,measure,1,0.0,0.0,unknown,found,,750.1963632076588,0.0,0.0,0,5.0,5.0,5.0,direction,0.41,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,19,1,0,0
2,,扫描,measure,2,0.0,0.0,unknown,found,,750.1894815385484,0.0,0.0,1,5.0,6.0,11.0,direction,359.45,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,18,2,0,0
3,,扫描,measure,3,0.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,17.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,18,2,0,0
4,,扫描,measure,4,0.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,23.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,18,2,0,0
5,,扫描,measure,5,0.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,29.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,18,2,0,0
6,,扫描,measure,6,0.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,35.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,18,2,0,0
7,,扫描,measure,7,0.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,41.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,18,2,0,0
8,,扫描,measure,8,0.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,47.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,18,2,0,0
9,,扫描,measure,9,0.0,0.0,unknown,found,,750.2154100983034,0.0,0.0,1,5.0,6.0,53.0,direction,359.85,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,17,3,0,0
10,,扫描,measure,10,0.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,59.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,17,3,0,0
11,,扫描,measure,11,0.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,65.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,17,3,0,0
12,,扫描,measure,12,0.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,71.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,17,3,0,0
13,,扫描,measure,13,0.0,0.0,unknown,found,,750.2070299519734,0.0,0.0,1,5.0,6.0,77.0,direction,179.75,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,16,4,0,0
14,,扫描,measure,14,0.0,0.0,unknown,found,,750.1833519510475,0.0,0.0,1,5.0,6.0,83.0,direction,0.74,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,15,5,0,0
15,,扫描,measure,15,0.0,0.0,unknown,found,,750.1864732623277,0.0,0.0,1,5.0,6.0,89.0,direction,180.63,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,14,6,0,0
16,,扫描,measure,16,0.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,95.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,14,6,0,0
17,,扫描,measure,17,0.0,0.0,unknown,found,,750.1963632572324,0.0,0.0,1,5.0,6.0,101.0,direction,359.59,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,13,7,0,0
18,,扫描,measure,18,0.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,107.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,13,7,0,0
19,,扫描,measure,19,0.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,113.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,13,7,0,0
20,,扫描,measure,20,0.0,0.0,unknown,found,,750.1849127087966,0.0,0.0,1,5.0,6.0,119.0,direction,179.32,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,12,8,0,0
21,,扫描,measure,1,1200.0,0.0,found,found,750.1963632076588,105.03231230685236,1200.0,240.0,1,5.0,246.0,365.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,12,8,0,0
22,,扫描,measure,2,1200.0,0.0,found,found,750.1894815385484,600.0000030010343,0.0,0.0,1,5.0,6.0,371.0,direction,180.52,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,12,8,0,0
23,,扫描,measure,3,1200.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,377.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,12,8,0,0
24,,扫描,measure,4,1200.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,383.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,12,8,0,0
25,,扫描,measure,5,1200.0,0.0,unknown,found,,300.1856181490872,0.0,0.0,1,5.0,6.0,389.0,direction,358.99,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,11,9,0,0
26,,扫描,measure,6,1200.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,395.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,11,9,0,0
27,,扫描,measure,7,1200.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,401.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,11,9,0,0
28,,扫描,measure,8,1200.0,0.0,unknown,found,,300.4817884605073,0.0,0.0,1,5.0,6.0,407.0,direction,357.76,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,10,10,0,0
29,,扫描,measure,9,1200.0,0.0,found,found,750.2154100983034,105.03231235642897,0.0,0.0,1,5.0,6.0,413.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,10,10,0,0
30,,扫描,measure,10,1200.0,0.0,unknown,found,,300.86869849511936,0.0,0.0,1,5.0,6.0,419.0,direction,3.35,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,9,11,0,0
31,,扫描,measure,11,1200.0,0.0,unknown,found,,300.0932349187712,0.0,0.0,1,5.0,6.0,425.0,direction,0.1,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,8,12,0,0
32,,扫描,measure,12,1200.0,0.0,unknown,found,,300.30322602199664,0.0,0.0,1,5.0,6.0,431.0,direction,358.43,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,7,13,0,0
33,,扫描,measure,13,1200.0,0.0,found,found,750.2070299519734,750.2070299519734,0.0,0.0,1,5.0,6.0,437.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,7,13,0,0
34,,扫描,measure,14,1200.0,0.0,found,found,750.1833519510475,600.0000030023691,0.0,0.0,1,5.0,6.0,443.0,direction,180.7,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,7,13,0,0
35,,扫描,measure,15,1200.0,0.0,found,found,750.1864732623277,750.1864732623277,0.0,0.0,1,5.0,6.0,449.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,7,13,0,0
36,,扫描,measure,16,1200.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,455.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,7,13,0,0
37,,扫描,measure,17,1200.0,0.0,found,found,750.1963632572324,600.0000030009667,0.0,0.0,1,5.0,6.0,461.0,direction,180.39,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,7,13,0,0
38,,扫描,measure,18,1200.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,467.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,7,13,0,0
39,,扫描,measure,19,1200.0,0.0,unknown,unknown,,,0.0,0.0,1,5.0,6.0,473.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,7,13,0,0
40,,扫描,measure,20,1200.0,0.0,found,found,750.1849127087966,750.1849127087966,0.0,0.0,1,5.0,6.0,479.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,7,13,0,0
41,,扫描,measure,1,600.0000000000001,1039.2304845413264,found,found,105.03231230685236,105.03231230685236,1200.0,240.0,1,5.0,246.0,725.0,no_signal,,fixed_scan,按固定扫描任务检测；清除/排除频道及已足够小的区域会在任务生成时跳过,7,13,0,0
