actions,case,cleared,error,fail_clear_s,fail_clears,failreason,initial_finish_s,layout,measure_count,measure_s,move_s,noise,per_source_s,policy,real_n,seed,source_count,success,success_clear_s,switch_s,total_s,wall_s
170,stress_0_190100,10,,9.0,3,,2279.0,stress,157,785.0,3829.6824742734066,zero,482.2682474273406,baseline,10,190100,10,True,50.0,149.0,4822.682474273406,0.34543549999943934
175,stress_1_190101,16,,18.0,6,,2261.0,stress,153,765.0,3718.814029766423,biased,295.6758768604015,baseline,16,190101,16,True,80.0,149.0,4730.814029766424,1.2527336999919498
160,stress_2_190102,10,,3.0,1,,2249.0,stress,149,745.0,3692.8267035228732,zero,463.28267035228725,baseline,10,190102,10,True,50.0,142.0,4632.826703522873,0.31032069999491796
171,stress_3_190103,16,,12.0,4,,2243.0,stress,151,755.0,3725.90781928285,biased,294.9317387051781,baseline,16,190103,16,True,80.0,146.0,4718.907819282849,1.3399578999960795
97,stress_4_190104,10,,0.0,0,,1961.0000000000002,stress,87,435.0,1920.0000000000002,zero,249.1,baseline,10,190104,10,True,50.0,86.0,2491.0,0.14746400000876747
53,stress_5_190105,16,,0.0,0,,461.0,stress,37,185.0,480.0,biased,48.8125,baseline,16,190105,16,True,80.0,36.0,781.0,1.0408237999945413
175,stress_6_190106,10,,6.0,2,,2279.0,stress,163,815.0,2865.21697398458,zero,388.52169739845795,baseline,10,190106,10,True,50.0,149.0,3885.2169739845795,0.44813049999356735
184,stress_7_190107,16,,9.0,3,,2231.0,stress,165,825.0,3070.965556860632,biased,258.24784730378946,baseline,16,190107,16,True,80.0,147.0,4131.965556860631,1.4935543000028701
